time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),wind_speed_10m_max (mp/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm)
2016-06-26,2,96.0,78.0,16.4,119,9.49
2016-06-27,2,96.7,76.1,14.3,97,8.45
2016-06-28,51,97.0,77.1,10.3,18,7.41
2016-06-29,1,97.3,76.2,18.1,90,10.07
2016-06-30,1,96.9,74.3,17.6,100,10.48
2016-07-01,1,95.1,74.1,14.2,131,8.52
2016-07-02,1,98.5,80.5,6.7,38,7.29
2016-07-03,2,98.8,73.2,8.1,84,7.97
2016-07-04,2,100.6,72.2,16.9,55,10.31
2016-07-05,1,98.2,76.4,17.1,106,10.43
2016-07-06,2,96.9,71.8,13.6,105,8.42
2016-07-07,1,97.7,76.3,16.8,83,10.76
2016-07-08,1,97.4,77.4,17.7,88,10.69
2016-07-09,1,98.0,72.3,11.9,116,9.44
2016-07-10,1,95.0,76.0,18.6,120,9.89
2016-07-11,2,94.5,69.1,8.9,97,6.83
2016-07-12,1,94.2,75.1,13.6,125,8.35
2016-07-13,1,96.4,73.0,18.3,87,10.05
2016-07-14,1,97.4,72.6,15.2,86,10.32
2016-07-15,2,100.5,69.6,16.2,72,9.88
2016-07-16,2,97.8,77.4,15.6,91,10.07
2016-07-17,1,91.9,76.8,17.6,127,9.09
2016-07-18,2,95.3,73.5,10.0,101,7.21
2016-07-19,2,93.4,72.2,8.6,309,6.21
2016-07-20,2,93.5,79.4,17.4,89,7.85
2016-07-21,51,90.8,75.5,11.3,151,6.69
2016-07-22,63,83.7,68.0,13.7,127,4.48
2016-07-23,61,85.2,66.3,7.8,21,5.38
2016-07-24,51,88.3,68.0,8.8,8,5.62
2016-07-25,1,92.1,67.6,13.5,59,7.32
2016-07-26,1,95.3,69.1,15.8,79,9.72
2016-07-27,0,94.2,71.4,16.1,114,9.96
2016-07-28,1,94.2,69.3,13.6,126,7.94
2016-07-29,2,95.1,71.8,10.8,329,6.46
2016-07-30,1,94.6,79.0,16.0,139,8.60
2016-07-31,2,95.6,72.6,15.4,104,7.69
2016-08-01,1,97.2,74.6,19.2,84,8.94
2016-08-02,1,93.6,74.3,19.5,91,9.85
2016-08-03,0,92.6,72.0,19.3,89,9.90
2016-08-04,2,95.0,71.0,17.0,70,8.86
2016-08-05,1,96.8,70.6,10.0,121,8.46
2016-08-06,1,96.9,75.0,16.8,84,9.39
2016-08-07,2,96.4,74.0,16.8,123,10.16
2016-08-08,2,93.2,72.6,15.5,105,8.32
2016-08-09,2,94.8,74.4,11.7,126,7.52
2016-08-10,51,94.3,72.2,18.3,309,7.15
2016-08-11,1,95.5,75.4,13.2,329,8.27
2016-08-12,51,97.3,78.0,19.1,82,9.41
2016-08-13,1,92.7,77.6,20.1,93,8.21
2016-08-14,1,93.3,73.6,19.0,93,9.66
2016-08-15,1,92.4,75.5,18.8,96,8.27
2016-08-16,2,91.5,74.0,14.3,120,7.22
2016-08-17,1,92.3,69.9,6.7,25,6.62
2016-08-18,2,95.1,69.5,9.9,5,6.75
2016-08-19,2,95.8,71.5,11.8,82,7.05
2016-08-20,2,96.0,71.7,19.0,93,8.10
2016-08-21,2,95.4,72.0,12.5,128,7.62
2016-08-22,2,93.0,74.8,21.1,87,8.49
2016-08-23,2,93.4,73.5,17.7,87,8.31
2016-08-24,2,90.9,71.3,13.7,94,6.98
2016-08-25,2,90.8,73.7,11.0,177,6.69
2016-08-26,1,92.3,74.0,9.4,79,6.23
2016-08-27,55,92.5,72.7,18.4,102,7.23
2016-08-28,51,89.1,72.3,14.7,95,6.60
2016-08-29,61,87.3,70.0,13.7,59,5.39
2016-08-30,55,84.3,67.2,11.2,63,4.67
2016-08-31,1,85.1,68.3,16.6,58,6.20
2016-09-01,1,88.1,68.1,14.1,56,6.63
2016-09-02,0,91.4,67.8,18.9,80,10.10
2016-09-03,0,90.9,70.2,24.2,88,10.71
2016-09-04,2,93.2,67.3,17.4,64,7.65
2016-09-05,2,89.3,71.8,20.2,113,8.67
2016-09-06,2,89.4,72.6,18.3,123,7.98
2016-09-07,1,92.4,68.7,12.3,117,7.23
2016-09-08,1,93.8,68.1,9.0,134,7.38
2016-09-09,51,92.4,75.3,8.1,143,6.15
2016-09-10,2,93.7,70.7,18.1,87,8.18
2016-09-11,2,92.4,68.9,18.9,98,8.02
2016-09-12,2,93.6,70.1,11.6,87,7.19
2016-09-13,1,94.7,70.4,12.7,98,8.61
2016-09-14,2,92.4,68.9,5.6,210,6.16
2016-09-15,1,92.4,70.8,12.2,306,7.86
2016-09-16,1,95.5,71.1,14.2,85,9.29
2016-09-17,0,92.9,71.6,19.1,96,9.17
2016-09-18,0,92.7,67.1,13.4,96,8.37
2016-09-19,1,93.9,64.9,7.4,121,6.96
2016-09-20,1,95.2,72.6,6.6,123,7.21
2016-09-21,0,95.1,67.9,15.4,94,9.45
2016-09-22,0,94.3,66.3,18.7,93,9.72
2016-09-23,2,94.8,66.3,13.0,77,8.98
2016-09-24,2,93.8,70.4,18.4,87,8.56
2016-09-25,2,91.1,69.5,12.4,69,7.26
2016-09-26,2,89.8,73.1,16.6,76,6.71
2016-09-27,1,89.0,69.1,12.2,88,6.35
2016-09-28,2,89.3,69.1,14.1,140,7.33
2016-09-29,51,88.5,72.2,15.9,118,7.92
2016-09-30,1,87.9,71.2,21.0,100,8.63
2016-10-01,1,87.6,66.1,16.8,77,6.99
2016-10-02,1,87.3,61.8,12.2,77,6.22
2016-10-03,1,87.6,62.1,14.8,81,7.02
2016-10-04,0,85.9,61.1,13.2,72,6.16
2016-10-05,0,85.8,60.0,11.0,97,6.46
2016-10-06,0,86.7,58.6,8.2,112,6.71
2016-10-07,0,88.0,59.0,8.3,85,6.44
2016-10-08,0,88.1,61.7,11.5,79,6.67
2016-10-09,0,87.4,63.3,16.1,80,7.27
2016-10-10,1,87.5,62.1,12.6,78,6.36
2016-10-11,1,88.1,60.3,6.2,146,6.06
2016-10-12,0,87.0,62.7,13.9,119,7.89
2016-10-13,2,87.5,62.6,13.7,125,7.65
2016-10-14,2,86.7,63.8,10.1,132,5.96
2016-10-15,1,88.0,64.2,12.4,116,7.41
2016-10-16,2,86.8,65.4,13.7,64,7.29
2016-10-17,1,84.1,67.3,16.6,66,6.58
2016-10-18,1,81.7,64.2,18.8,86,7.89
2016-10-19,0,81.5,62.7,20.4,88,8.47
2016-10-20,2,80.2,62.5,18.9,91,7.63
2016-10-21,2,82.5,61.8,11.0,87,6.45
2016-10-22,1,83.1,57.9,12.4,102,6.27
2016-10-23,1,83.8,57.2,11.7,96,6.99
2016-10-24,1,81.6,62.0,22.0,87,8.34
2016-10-25,1,80.0,62.9,25.5,87,8.43
2016-10-26,0,80.7,63.9,24.6,91,8.07
2016-10-27,0,81.3,59.3,15.7,74,5.96
2016-10-28,0,79.5,53.0,11.5,91,5.26
2016-10-29,0,77.3,51.2,8.9,154,5.45
2016-10-30,0,77.7,52.6,12.0,159,6.02
2016-10-31,0,80.0,56.5,16.7,233,6.68
2016-11-01,0,80.7,54.8,16.5,308,6.40
2016-11-02,0,81.1,59.2,15.3,273,6.30
2016-11-03,0,82.1,60.7,17.1,249,6.19
2016-11-04,0,82.4,63.0,10.8,164,6.06
2016-11-05,1,81.6,55.5,11.1,127,5.74
2016-11-06,1,80.7,56.6,6.7,66,4.73
2016-11-07,1,79.9,56.4,7.4,137,5.13
2016-11-08,1,80.3,56.8,9.6,310,5.75
2016-11-09,1,80.8,56.5,10.4,17,5.39
2016-11-10,1,73.6,56.3,13.5,100,5.05
2016-11-11,1,75.3,54.6,13.3,103,5.85
2016-11-12,0,74.8,55.2,17.3,100,6.41
2016-11-13,0,75.7,55.5,17.2,97,6.60
2016-11-14,1,77.7,56.5,16.2,87,6.38
2016-11-15,1,77.1,56.6,16.1,80,6.51
2016-11-16,2,74.8,55.8,13.7,70,4.89
2016-11-17,3,77.8,53.7,10.1,357,4.86
2016-11-18,1,75.6,56.7,15.9,295,5.27
2016-11-19,2,73.4,49.8,13.4,326,5.41
2016-11-20,51,69.7,52.2,12.8,325,4.30
2016-11-21,1,72.3,42.4,9.3,82,4.69
2016-11-22,1,72.8,50.4,15.4,97,5.47
2016-11-23,1,76.2,53.0,11.5,109,4.92
2016-11-24,1,78.0,56.7,11.9,310,5.39
2016-11-25,1,77.2,55.6,17.8,327,5.49
2016-11-26,1,77.3,57.8,13.3,324,4.97
2016-11-27,2,77.1,56.9,12.6,326,4.52
2016-11-28,55,65.3,59.8,13.6,329,2.46
2016-11-29,1,74.8,55.9,14.6,308,3.90
2016-11-30,1,76.5,59.1,9.3,33,4.07
2016-12-01,2,75.8,54.6,12.5,309,4.21
2016-12-02,1,71.6,47.8,8.9,119,4.26
2016-12-03,1,70.1,43.5,7.7,106,3.78
2016-12-04,1,72.3,44.9,8.5,99,4.50
2016-12-05,1,72.6,48.9,11.5,99,4.78
2016-12-06,0,72.6,45.6,8.8,93,4.38
2016-12-07,1,71.6,44.0,9.9,143,4.31
2016-12-08,1,69.4,49.2,16.6,251,4.43
2016-12-09,0,69.7,41.1,10.4,111,4.19
2016-12-10,0,70.3,42.5,13.0,143,4.55
2016-12-11,0,72.8,47.1,12.9,245,4.43
2016-12-12,2,75.1,54.1,14.4,126,5.33
2016-12-13,3,72.7,58.0,11.3,84,4.42
2016-12-14,2,72.2,59.1,18.1,117,5.78
2016-12-15,1,74.1,53.4,14.9,157,5.29
2016-12-16,1,71.1,49.7,15.0,306,4.83
2016-12-17,1,72.7,54.9,13.4,144,5.06
2016-12-18,3,72.5,54.6,19.0,96,6.38
2016-12-19,3,73.7,60.6,13.9,81,4.99
2016-12-20,53,72.7,58.2,13.6,108,4.11
2016-12-21,3,76.6,50.3,10.6,6,4.52
2016-12-22,3,74.8,52.6,13.2,45,5.12
2016-12-23,2,69.7,52.8,17.7,87,5.37
2016-12-24,1,63.6,47.7,18.7,80,4.97
2016-12-25,2,60.9,44.5,17.1,80,4.22
2016-12-26,1,58.6,39.3,19.1,77,4.19
2016-12-27,0,58.5,37.5,17.6,76,3.82
2016-12-28,0,60.4,37.5,12.7,77,3.88
2016-12-29,3,61.1,40.3,14.0,77,3.42
2016-12-30,1,60.1,42.5,12.5,79,3.58
2016-12-31,0,60.5,39.6,12.5,83,3.53
2017-01-01,0,60.3,38.5,13.0,43,3.91
2017-01-02,0,62.7,36.9,13.6,63,4.29
2017-01-03,0,64.8,42.8,17.0,70,5.57
2017-01-04,0,64.9,38.7,16.6,27,4.90
2017-01-05,0,66.0,37.6,13.7,354,4.94
2017-01-06,1,68.2,38.0,10.9,49,4.80
2017-01-07,0,69.9,39.1,15.4,38,5.31
2017-01-08,0,68.0,39.6,12.7,11,5.03
2017-01-09,1,65.4,38.4,17.2,335,5.04
2017-01-10,1,63.6,38.3,12.2,136,4.58
2017-01-11,1,58.2,35.8,16.8,315,4.43
2017-01-12,2,53.3,37.2,17.1,307,3.42
2017-01-13,0,61.2,29.3,10.4,94,3.72
2017-01-14,1,63.8,30.8,11.7,61,4.10
2017-01-15,1,65.7,36.9,10.8,41,4.34
2017-01-16,1,64.1,38.0,12.2,347,4.60
2017-01-17,2,65.3,38.6,10.7,347,4.89
2017-01-18,2,64.5,41.4,12.0,145,4.84
2017-01-19,3,65.4,44.5,16.6,217,3.93
2017-01-20,0,70.0,47.1,22.5,244,4.16
2017-01-21,53,66.1,45.6,15.3,287,4.13
2017-01-22,1,65.4,39.5,14.9,316,5.49
2017-01-23,1,64.7,37.5,19.3,328,5.62
2017-01-24,1,64.2,38.3,12.8,329,5.09
2017-01-25,1,63.2,36.1,13.0,70,4.69
2017-01-26,1,62.7,45.4,21.4,77,5.42
2017-01-27,1,67.4,40.2,14.3,9,5.32
2017-01-28,0,67.3,40.2,13.7,353,5.42
2017-01-29,0,68.6,44.4,12.5,89,5.36
2017-01-30,1,70.2,40.4,15.5,45,5.27
2017-01-31,2,64.9,47.0,18.4,83,5.35
2017-02-01,3,63.8,47.8,20.7,85,5.66
2017-02-02,0,69.9,46.8,18.4,101,6.34
2017-02-03,0,69.3,43.1,14.2,76,5.56
2017-02-04,0,70.5,49.7,18.5,74,6.47
2017-02-05,0,70.6,46.7,16.2,72,6.08
2017-02-06,0,72.7,42.3,12.5,69,5.74
2017-02-07,0,71.0,42.9,10.7,34,5.69
2017-02-08,0,70.3,43.3,11.6,100,5.30
2017-02-09,0,69.1,41.2,15.4,349,5.63
2017-02-10,1,69.8,46.5,15.4,116,5.86
2017-02-11,1,69.1,43.8,11.0,114,5.59
2017-02-12,1,72.6,45.9,12.7,99,6.28
2017-02-13,1,76.3,50.1,15.4,88,7.09
2017-02-14,2,77.3,51.0,18.0,71,6.88
2017-02-15,2,73.2,50.4,13.2,104,6.64
2017-02-16,2,72.1,50.1,13.6,90,6.97
2017-02-17,2,72.7,47.7,13.2,81,6.04
2017-02-18,1,71.4,43.2,13.6,125,5.63
2017-02-19,0,70.1,45.1,14.5,134,6.23
2017-02-20,2,72.6,52.6,19.0,109,7.28
2017-02-21,0,73.5,52.8,18.8,104,7.30
2017-02-22,1,76.0,54.4,20.2,102,7.82
2017-02-23,1,74.9,56.3,20.0,111,7.41
2017-02-24,1,77.1,54.6,14.3,125,6.83
2017-02-25,2,79.8,52.1,13.6,248,6.69
2017-02-26,2,78.3,58.9,19.6,303,6.18
2017-02-27,2,78.8,54.0,21.0,316,7.30
2017-02-28,0,77.7,49.5,14.1,323,6.88
2017-03-01,0,78.0,47.8,12.7,70,6.34
2017-03-02,0,76.6,49.9,13.7,99,6.26
2017-03-03,0,77.2,48.2,11.3,98,6.67
2017-03-04,0,79.3,47.8,14.7,316,7.25
2017-03-05,0,75.4,54.3,19.9,356,8.12
2017-03-06,0,76.8,54.2,21.8,56,8.18
2017-03-07,0,78.5,53.7,12.6,27,7.19
2017-03-08,0,80.4,52.8,13.3,30,7.27
2017-03-09,0,79.2,55.7,16.3,89,7.48
2017-03-10,0,75.2,51.9,14.1,119,6.61
2017-03-11,0,76.7,48.3,20.6,343,7.07
2017-03-12,0,76.2,50.4,12.5,113,7.03
2017-03-13,0,75.2,51.7,13.7,142,7.41
2017-03-14,0,77.9,55.1,16.6,136,8.01
2017-03-15,0,80.2,50.7,14.5,192,7.44
2017-03-16,0,83.0,60.7,19.9,297,7.51
2017-03-17,2,81.4,55.4,15.7,322,7.76
2017-03-18,3,76.4,58.9,21.5,88,7.06
2017-03-19,1,78.8,58.2,24.0,103,8.50
2017-03-20,1,81.8,59.7,22.8,188,8.99
2017-03-21,1,78.2,59.8,20.7,319,8.11
2017-03-22,0,75.4,46.9,11.1,174,6.78
2017-03-23,0,74.4,52.0,15.0,127,7.17
2017-03-24,1,79.9,54.0,11.6,180,7.17
2017-03-25,2,81.6,55.0,10.2,118,7.06
2017-03-26,2,85.1,56.4,13.1,8,7.33
2017-03-27,3,87.0,59.1,17.9,349,7.99
2017-03-28,2,86.9,63.9,13.8,42,7.77
2017-03-29,2,84.3,63.7,16.9,328,7.90
2017-03-30,1,84.3,61.5,14.0,70,8.21
2017-03-31,0,82.0,59.0,17.2,89,8.01
2017-04-01,0,82.5,56.4,16.9,94,8.02
2017-04-02,0,83.0,55.1,17.5,22,7.98
2017-04-03,2,84.6,53.7,16.8,298,8.19
2017-04-04,3,82.4,59.2,22.9,296,6.92
2017-04-05,3,82.5,68.1,20.8,243,7.54
2017-04-06,51,82.5,64.5,22.4,310,7.45
2017-04-07,2,87.0,65.7,22.0,207,9.71
2017-04-08,51,82.7,59.8,20.6,265,8.55
2017-04-09,1,83.0,60.0,16.5,317,9.20
2017-04-10,0,84.2,53.4,17.5,335,8.54
2017-04-11,1,81.6,55.3,17.2,337,8.28
2017-04-12,1,78.5,54.1,20.5,61,7.73
2017-04-13,2,76.1,55.2,21.4,84,7.45
2017-04-14,0,75.9,55.0,20.4,86,7.96
2017-04-15,0,79.7,54.3,13.7,80,7.38
2017-04-16,0,81.6,51.1,10.3,67,7.31
2017-04-17,0,84.0,54.4,12.5,108,8.05
2017-04-18,1,85.6,55.4,10.8,124,7.98
2017-04-19,1,86.2,60.4,11.4,128,8.50
2017-04-20,0,87.0,62.2,13.5,136,8.78
2017-04-21,0,88.7,62.1,14.3,173,8.32
2017-04-22,1,89.5,60.7,13.8,184,8.42
2017-04-23,2,88.4,64.1,19.3,150,10.13
2017-04-24,53,85.6,67.5,22.7,194,7.94
2017-04-25,51,90.6,65.7,24.0,275,9.65
2017-04-26,0,88.6,66.4,17.0,304,9.24
2017-04-27,0,90.4,61.5,14.6,339,9.73
2017-04-28,1,93.6,66.9,13.6,343,10.08
2017-04-29,2,93.7,68.0,13.2,88,9.25
2017-04-30,1,93.6,69.9,16.9,133,10.11
2017-05-01,3,91.8,74.9,22.2,159,8.52
2017-05-02,51,89.7,68.6,17.8,337,8.34
2017-05-03,3,90.0,68.7,20.9,55,8.34
2017-05-04,51,89.6,68.2,13.8,349,8.11
2017-05-05,1,88.8,64.4,11.6,81,7.77
2017-05-06,2,92.8,66.2,10.4,77,7.95
2017-05-07,2,93.1,70.2,11.6,142,8.46
2017-05-08,3,93.3,70.5,19.8,7,9.84
2017-05-09,51,91.0,68.0,13.9,242,7.72
2017-05-10,2,91.1,67.0,15.0,127,8.23
2017-05-11,2,92.1,67.9,13.1,168,7.97
2017-05-12,51,92.4,70.9,12.8,28,7.32
2017-05-13,51,95.2,76.2,14.8,4,9.42
2017-05-14,0,94.7,71.8,16.3,77,10.88
2017-05-15,1,91.9,70.9,19.3,85,10.32
2017-05-16,3,93.2,67.2,11.1,89,8.26
2017-05-17,2,93.6,69.8,11.6,177,8.84
2017-05-18,2,93.1,71.8,13.5,218,8.47
2017-05-19,3,94.1,71.4,11.3,272,7.85
2017-05-20,2,92.4,73.5,17.7,311,8.60
2017-05-21,2,91.6,75.2,14.7,53,8.13
2017-05-22,1,90.8,71.2,16.6,99,8.95
2017-05-23,1,91.6,72.7,18.9,123,10.27
2017-05-24,2,92.1,70.2,17.0,141,9.77
2017-05-25,2,92.0,69.7,16.3,148,9.51
2017-05-26,2,94.0,69.8,13.4,304,8.42
2017-05-27,1,91.4,72.1,14.8,158,7.87
2017-05-28,51,92.3,72.7,15.1,330,8.27
2017-05-29,1,94.2,69.9,19.6,305,10.37
2017-05-30,1,94.0,69.4,16.9,294,10.43
2017-05-31,51,93.0,70.8,16.0,221,8.82
2017-06-01,2,93.3,73.7,13.7,232,8.15
2017-06-02,51,91.1,74.5,15.4,324,7.25
2017-06-03,51,93.1,69.7,14.0,54,8.07
2017-06-04,51,94.3,71.0,14.6,353,8.46
2017-06-05,53,92.1,72.7,18.5,338,9.56
2017-06-06,51,93.2,71.8,18.3,306,9.09
2017-06-07,0,95.0,69.0,16.5,305,9.95
2017-06-08,0,92.8,70.0,14.4,175,9.33
2017-06-09,1,90.4,71.1,18.3,156,9.35
2017-06-10,51,92.1,72.9,19.5,111,9.96
2017-06-11,51,89.4,73.9,19.4,114,7.67
2017-06-12,53,88.8,70.7,23.6,149,9.50
2017-06-13,55,89.2,67.2,20.8,168,9.21
2017-06-14,51,87.0,67.3,15.5,176,7.46
2017-06-15,61,80.8,67.4,16.5,104,5.75
2017-06-16,63,85.5,70.8,18.0,34,6.39
2017-06-17,2,89.2,65.7,18.8,49,7.35
2017-06-18,51,92.7,69.6,14.6,74,8.46
2017-06-19,2,92.8,76.5,12.3,83,7.26
2017-06-20,2,94.4,75.6,14.8,100,9.39
2017-06-21,2,91.3,71.3,19.5,10,7.50
2017-06-22,51,87.0,70.5,12.4,42,6.07
2017-06-23,2,89.7,68.3,15.0,129,7.57
2017-06-24,51,89.7,68.7,16.9,134,8.55
2017-06-25,2,87.1,67.2,13.2,152,6.60
2017-06-26,2,92.1,70.7,12.4,26,7.34
2017-06-27,2,96.8,77.4,19.3,50,10.03
2017-06-28,0,95.5,71.9,17.9,115,10.02
2017-06-29,1,95.3,72.7,12.5,159,9.55
2017-06-30,2,96.2,69.1,11.7,251,8.66
2017-07-01,2,100.2,73.4,17.8,305,9.72
2017-07-02,2,100.0,76.7,14.1,103,10.28
2017-07-03,1,95.5,75.5,11.3,125,8.97
2017-07-04,1,95.9,71.7,13.8,144,9.29
2017-07-05,2,95.0,73.9,16.0,122,9.26
2017-07-06,2,96.8,78.6,15.0,79,9.85
2017-07-07,2,96.4,81.5,11.0,321,7.91
2017-07-08,2,95.2,75.8,14.3,143,9.48
2017-07-09,1,93.4,73.6,12.8,152,9.71
2017-07-10,2,92.4,74.9,19.1,138,10.09
2017-07-11,2,90.2,71.4,13.4,13,7.29
2017-07-12,2,88.9,74.2,9.9,42,6.13
2017-07-13,2,91.7,73.2,9.3,106,7.58
2017-07-14,0,93.3,72.6,17.7,78,10.12
2017-07-15,2,94.3,73.1,18.6,63,9.31
2017-07-16,2,94.8,71.7,19.2,77,10.52
2017-07-17,2,95.3,71.5,15.0,94,8.85
2017-07-18,2,96.0,74.0,14.3,167,8.44
2017-07-19,2,93.1,70.9,13.7,172,8.27
2017-07-20,1,90.4,73.0,12.2,284,6.20
2017-07-21,1,93.7,76.0,17.7,34,8.61
2017-07-22,1,92.2,76.0,18.4,113,8.81
2017-07-23,1,93.5,71.1,12.4,95,9.55
2017-07-24,0,93.4,66.3,14.9,84,9.29
2017-07-25,0,91.5,69.0,16.5,89,9.33
2017-07-26,2,94.6,66.7,15.9,73,8.25
2017-07-27,2,96.8,73.4,13.7,51,7.55
2017-07-28,2,97.3,74.4,11.1,55,7.42
2017-07-29,2,96.3,73.1,9.5,66,7.11
2017-07-30,2,96.1,74.7,9.1,100,7.35
2017-07-31,2,96.9,77.2,16.6,332,8.91
2017-08-01,2,97.3,75.8,19.9,345,7.88
2017-08-02,2,96.1,79.3,18.6,135,9.90
2017-08-03,51,93.0,72.5,12.1,165,7.72
2017-08-04,2,94.8,76.3,15.7,346,7.48
2017-08-05,2,92.4,76.9,15.9,11,7.05
2017-08-06,2,94.4,79.4,16.6,8,7.45
2017-08-07,63,89.2,70.0,15.8,133,6.24
2017-08-08,61,89.7,72.5,10.2,2,5.94
2017-08-09,2,92.5,72.6,17.8,331,7.98
2017-08-10,2,94.4,77.5,20.0,105,8.02
2017-08-11,2,95.4,72.9,14.1,107,7.41
2017-08-12,2,94.7,74.1,9.2,148,7.52
2017-08-13,2,95.0,75.4,18.6,90,9.76
2017-08-14,1,93.0,76.2,25.6,91,11.75
2017-08-15,1,94.1,75.3,18.2,93,9.72
2017-08-16,2,95.4,73.9,16.6,63,9.43
2017-08-17,0,93.1,74.7,22.6,81,10.76
2017-08-18,0,90.9,73.5,19.3,99,9.41
2017-08-19,2,90.4,70.3,12.9,318,6.50
2017-08-20,1,91.4,69.9,12.3,264,6.73
2017-08-21,51,90.5,73.0,12.8,330,6.01
2017-08-22,53,89.9,70.8,9.7,20,6.33
2017-08-23,1,86.6,71.2,13.8,119,7.28
2017-08-24,2,90.1,68.8,18.4,7,7.26
2017-08-25,2,91.1,71.8,15.0,343,7.38
2017-08-26,2,90.5,69.1,13.0,148,6.74
2017-08-27,2,90.8,74.9,13.7,8,6.58
2017-08-28,2,92.7,74.2,11.9,82,7.67
2017-08-29,0,91.2,71.7,14.4,135,8.42
2017-08-30,1,91.2,71.9,17.6,142,9.10
2017-08-31,2,90.6,71.6,12.8,139,7.62
2017-09-01,2,92.3,71.3,10.8,124,6.08
2017-09-02,2,91.3,69.8,20.6,316,8.52
2017-09-03,0,93.3,71.7,18.1,81,9.80
2017-09-04,0,92.3,70.9,20.1,86,10.34
2017-09-05,2,92.7,70.9,14.5,94,9.10
2017-09-06,1,92.1,69.1,14.4,95,9.10
2017-09-07,1,92.5,68.1,11.8,91,8.09
2017-09-08,1,93.5,71.5,13.7,148,8.72
2017-09-09,2,93.3,68.5,11.6,229,7.05
2017-09-10,1,92.6,69.1,15.3,318,8.76
2017-09-11,51,93.6,74.8,11.3,83,6.65
2017-09-12,2,93.6,72.5,11.2,77,7.10
2017-09-13,2,93.7,75.1,15.0,87,9.09
2017-09-14,2,91.9,70.8,17.9,88,9.44
2017-09-15,2,92.8,69.7,10.6,105,8.44
2017-09-16,3,91.5,70.8,12.5,49,6.82
2017-09-17,2,93.2,75.3,13.5,15,7.07
2017-09-18,1,94.1,74.4,22.5,72,9.93
2017-09-19,0,93.3,67.4,12.3,86,8.76
2017-09-20,0,91.0,68.7,16.0,117,8.81
2017-09-21,1,89.0,70.5,9.0,226,5.98
2017-09-22,2,90.9,69.8,10.7,83,6.49
2017-09-23,1,91.7,69.9,12.4,81,8.00
2017-09-24,1,90.7,62.5,11.2,101,7.60
2017-09-25,2,89.6,71.0,19.7,97,8.91
2017-09-26,1,88.7,66.8,14.5,148,7.96
2017-09-27,2,89.3,68.2,15.2,162,7.65
2017-09-28,2,90.5,66.6,11.8,233,5.79
2017-09-29,2,91.0,67.5,17.0,324,7.98
2017-09-30,2,90.7,65.0,16.9,334,7.95
2017-10-01,51,87.0,65.3,16.6,277,6.78
2017-10-02,51,87.0,66.2,18.0,273,7.31
2017-10-03,0,86.1,61.1,17.9,200,7.10
2017-10-04,1,88.0,62.8,18.4,218,7.23
2017-10-05,0,88.8,65.9,11.6,104,7.26
2017-10-06,1,89.3,64.6,12.3,113,6.97
2017-10-07,1,88.9,62.5,12.0,122,7.17
2017-10-08,1,87.7,65.5,11.7,116,7.42
2017-10-09,0,88.7,64.3,9.8,127,7.10
2017-10-10,1,88.8,65.1,12.1,101,7.32
2017-10-11,2,89.4,65.9,10.6,120,6.96
2017-10-12,1,89.8,64.1,13.9,338,7.42
2017-10-13,0,85.0,63.1,13.8,103,7.56
2017-10-14,0,81.7,65.4,20.1,111,7.50
2017-10-15,1,80.0,64.0,19.0,112,6.99
2017-10-16,1,80.5,62.0,14.9,116,6.12
2017-10-17,2,84.3,61.8,20.4,7,6.44
2017-10-18,0,81.1,57.2,12.5,199,6.08
2017-10-19,1,81.8,61.3,14.7,240,6.04
2017-10-20,0,83.2,57.5,12.1,322,6.72
2017-10-21,0,83.7,56.7,13.3,354,7.11
2017-10-22,0,83.2,61.3,13.9,102,6.57
2017-10-23,1,82.0,59.4,11.2,139,6.36
2017-10-24,0,84.5,58.9,13.8,328,7.02
2017-10-25,0,82.0,58.4,11.8,104,6.44
2017-10-26,0,85.0,59.7,15.7,71,6.24
2017-10-27,0,79.9,55.7,16.5,84,6.09
2017-10-28,0,76.1,54.2,14.8,75,5.32
2017-10-29,1,77.8,53.3,14.0,84,5.82
2017-10-30,1,77.7,47.9,10.8,85,5.46
2017-10-31,0,80.7,48.3,11.9,39,5.90
2017-11-01,0,80.3,50.8,11.6,75,5.89
2017-11-02,1,78.9,52.0,12.5,66,5.64
2017-11-03,1,75.5,53.0,12.3,76,5.24
2017-11-04,1,77.7,52.5,13.6,56,5.51
2017-11-05,0,78.4,50.8,12.2,13,5.17
2017-11-06,0,79.0,49.0,10.1,16,5.33
2017-11-07,1,80.2,49.9,10.0,101,5.57
2017-11-08,3,77.3,58.2,13.5,85,5.97
2017-11-09,1,79.4,57.9,15.2,83,6.92
2017-11-10,1,79.1,52.7,13.2,140,6.14
2017-11-11,1,70.5,48.7,22.3,318,6.43
2017-11-12,0,70.1,42.0,8.3,175,4.94
2017-11-13,1,71.0,43.7,11.7,73,4.75
2017-11-14,0,70.1,45.0,9.8,333,5.10
2017-11-15,0,72.2,45.1,11.1,356,5.19
2017-11-16,1,72.3,48.9,11.4,93,5.53
2017-11-17,2,73.4,49.1,12.3,88,4.97
2017-11-18,3,76.1,48.5,11.1,120,5.37
2017-11-19,2,76.1,53.4,11.1,98,5.24
2017-11-20,51,79.3,58.8,14.8,110,5.81
2017-11-21,3,78.4,61.2,14.1,96,5.45
2017-11-22,3,73.2,57.1,17.5,347,4.04
